iteration,residual_inf,max_fr_error
1.0,0.07748833676301892,0.22155656261693837
2.0,0.0726607043441228,0.1861570379775245
3.0,0.06288587834482004,0.2041486316290697
4.0,0.047568153439796174,0.2359904461780028
5.0,0.040080038515409366,0.22745072879964434
6.0,0.04215415808126877,0.24074901135027693
7.0,0.037925656404750874,0.24777810528951477
8.0,0.03597512878025361,0.2435559705289841
9.0,0.03859166894721838,0.2619446276265543
10.0,0.03280075396889276,0.2794398033693036
11.0,0.027033986521757092,0.29229529308455404
12.0,0.022388087938989776,0.3023660489032646
13.0,0.018694000017347168,0.30970016620415225
14.0,0.01594077760837931,0.3138884333956154
15.0,0.01474352636839471,0.31836855155466015
16.0,0.014669646714632778,0.3196761944247397
17.0,0.014627474097373805,0.3175518752663515
18.0,0.014323056083730523,0.3159704414994047
19.0,0.014492665179387076,0.3151906694773666
20.0,0.013776640592567169,0.3143335676372462
21.0,0.0139289726967321,0.3134960146917042
22.0,0.014966045835294262,0.3129230457371013
23.0,0.015581885697930509,0.3125876201479444
24.0,0.014934345525781212,0.312687087988722
25.0,0.014406856036275117,0.3131249609973501
26.0,0.013924522673591233,0.3133048318739774
27.0,0.01409351139729087,0.3137317753907894
28.0,0.012325200690082472,0.31401795516424746
29.0,0.010467066473203168,0.31388076853608554
30.0,0.009807267216673243,0.31376437724476675
31.0,0.008671449926706432,0.31368962203969303
32.0,0.008218134869719562,0.3136564403658
33.0,0.00783361810191463,0.31360128616119637
34.0,0.0076828700682892714,0.31359381442332557
35.0,0.007533763654838821,0.31353601847708096
36.0,0.007605786934773873,0.31363040997129177
37.0,0.007374287777814681,0.31374008195960157
38.0,0.007136134652755088,0.3138389067717209
39.0,0.007009151168752559,0.31394308872773813
40.0,0.007297302803103256,0.3140378607966105
41.0,0.007142542885065106,0.314041134806195
42.0,0.006620031081864708,0.3139851991108346
43.0,0.006286948659884883,0.31386055552320624
44.0,0.006658960907424349,0.31375843324864783
45.0,0.006114711893918767,0.3136770279761372
46.0,0.01798619996209155,0.3135998827892179
47.0,0.01798619996209155,0.31354544710004906
48.0,0.01798619996209155,0.31356211726476824
49.0,0.005868773144512951,0.31354020139247624
50.0,0.005988500376648553,0.31351673808746217
51.0,0.006141346343252696,0.3135062496133382
52.0,0.006197202252047229,0.31349567927940397
53.0,0.006161051367468251,0.3134880436037659
54.0,0.006104149825792993,0.31348513386467747
55.0,0.006064358397861902,0.3134802404839946
56.0,0.006048109235092247,0.31347768890332367
57.0,0.006120003792665862,0.3134599218370744
58.0,0.006055619581803562,0.31340407634286993
59.0,0.0059442515420450315,0.31328312081755216
60.0,0.00582606881991532,0.31315623921925223
61.0,0.005377431351498596,0.31304730341283277
62.0,0.004052991936780437,0.31296239139039
63.0,0.004327359087083371,0.3129058927623863
64.0,0.004542311598776827,0.31286735367118007
65.0,0.00468862568843742,0.3129197244529315
66.0,0.004614290170177449,0.31298443269551596
67.0,0.004677333243075621,0.3129946518065897
68.0,0.0045329416049945115,0.3129809243380684
69.0,0.004457404651622698,0.3129680705903273
70.0,0.004395110443638495,0.31294629684350206
71.0,0.004343601996613433,0.3128882660610939
72.0,0.00415569669628546,0.3127638205256343
73.0,0.004051815226475131,0.31258625777912163
74.0,0.004141754876427872,0.3125102832320432
75.0,0.004175037138109738,0.3124521873700862
76.0,0.004196363741963194,0.31233465876603195
77.0,0.004227334019853979,0.31225071624105705
78.0,0.0042424907230327324,0.31224582534967293
79.0,0.004254431503229683,0.3122067949498728
80.0,0.004257887316739706,0.31215895802403293
81.0,0.0042662470240372175,0.31210271204870815
82.0,0.004278853393959503,0.3120917008240179
83.0,0.004285366949567715,0.31209905168219343
84.0,0.004291913751106824,0.31208915224842265
85.0,0.0042984708524194115,0.31207824445666243
86.0,0.004306768072608436,0.3120955872656205
87.0,0.004317252039784836,0.3120966297259602
88.0,0.004315720956292068,0.312115722932484
89.0,0.004312577970237097,0.31215559360361866
90.0,0.004310154987921311,0.312204108586307
91.0,0.004309087779494569,0.31226856215835963
92.0,0.004306412832587925,0.312176306279798
93.0,0.004315996829263091,0.3120993250563378
94.0,0.004321257598804529,0.31206599506420174
95.0,0.004325677111156612,0.31203588978429525
96.0,0.004327318148471426,0.31204840380878374
97.0,0.004315589907956108,0.312085892763672
98.0,0.004313295435028008,0.31205364398260366
99.0,0.004318817589360591,0.3120303935719044
100.0,0.004334367567207398,0.3120018318689062
101.0,0.004327824470028108,0.3120042056735095
102.0,0.00430220564205297,0.3120623181073746
103.0,0.004240269065466928,0.3120352057913897
104.0,0.004234622089385742,0.3120804913846595
105.0,0.004217303080512491,0.31204958500871605
106.0,0.004219300269250104,0.3120906837686176
107.0,0.004198612950928937,0.3120604380048124
108.0,0.00424300053010318,0.31202659919196984
109.0,0.004267505584667264,0.3120290540433611
110.0,0.004272269249718685,0.3121831242196115
111.0,0.004249249535764887,0.3122453741607902
112.0,0.00422990191606476,0.3122676470352006
113.0,0.004227266541365959,0.3122089823504588
114.0,0.004205049029011754,0.3121635958097012
115.0,0.004187097484963709,0.31230864235860883
116.0,0.004072863034044416,0.31235967347959426
117.0,0.0040636979007454554,0.31248970100897255
118.0,0.005846661224320537,0.31248124008332584
119.0,0.00855839062945174,0.3126546320571648
120.0,0.008907464173028456,0.31283802448304865
121.0,0.00857369777847572,0.31295608881972475
122.0,0.008136538048981734,0.3131658112544594
123.0,0.008188510892182754,0.31318892875646187
124.0,0.007230888493324872,0.31320968386259307
125.0,0.0069310427209412495,0.3132930880146195
126.0,0.006482348756597367,0.31343165336290746
127.0,0.006309809635665187,0.3133630351722637
128.0,0.0060493632642970585,0.31340726556028625
129.0,0.006026792063479447,0.313630665436032
130.0,0.006389682500279048,0.31354896803629134
131.0,0.006201122713527352,0.31350869993088415
132.0,0.006218123147213261,0.31313931105368464
133.0,0.006635421652564699,0.313117453199924
134.0,0.006965310262065927,0.3131128974978926
135.0,0.0068775014625380715,0.3132136018840142
136.0,0.006886494997499715,0.31317215716574365
137.0,0.006228413581024661,0.3131375121788203
138.0,0.00568623968131865,0.31298194996816625
139.0,0.005300995105891104,0.3135733477532943
140.0,0.006165215224999243,0.3133776639318676
141.0,0.005875458186492155,0.31325700122176336
142.0,0.006049360391432224,0.3132168258099314
143.0,0.006626912997977907,0.31322628812112674
144.0,0.007000131886924388,0.3133293465342571
145.0,0.007218206075516709,0.3132229765611287
146.0,0.00730849870868322,0.31331230553585276
147.0,0.0062420286604173425,0.31336181352215586
148.0,0.0061677013036625095,0.31334727887889346
149.0,0.005969980412199427,0.31340575393525555
150.0,0.005995527563687819,0.31339088900320344
151.0,0.005974839138664811,0.31340598971013334
152.0,0.005867482166560745,0.31331951374942857
153.0,0.006407520677500722,0.31335793026949543
154.0,0.00654983398596698,0.3133938461564537
155.0,0.006554884972961195,0.31351913085672967
156.0,0.006355113169361326,0.31355351128333786
157.0,0.006332856065786152,0.3135195117714985
158.0,0.0062923015423828055,0.31343566212810814
159.0,0.0061662729876375,0.313595248916518
160.0,0.007721754881884313,0.3135086347990544
161.0,0.006206140243091407,0.3134753587719601
162.0,0.007084232459935724,0.3134924306257464
163.0,0.007495941630174197,0.31350333700802796
164.0,0.007403387170740294,0.31349968844626463
165.0,0.007381207224072539,0.31350835336469013
166.0,0.007221070264822438,0.3135676335521381
167.0,0.006863135403154641,0.3136069371257659
168.0,0.0066018773677908316,0.31371872974863807
169.0,0.006972131710694662,0.3137244138700445
170.0,0.007025678615865338,0.31371776212962627
171.0,0.007046270883036221,0.31368743067767285
172.0,0.006944830148241432,0.3135409964766048
173.0,0.006400926715320998,0.31331330025351106
174.0,0.005824441468499808,0.3130175017960547
175.0,0.007920483895958452,0.3131037842305944
176.0,0.008003880087616433,0.31313422123559753
177.0,0.008681078487458027,0.31318693726855495
178.0,0.007848796059911956,0.3132224636714094
179.0,0.007366424324625975,0.31344762932074943
180.0,0.006731108380142459,0.313530617985015
181.0,0.006741556031407248,0.3134031469479702
182.0,0.006742794951447251,0.3134179765667445
183.0,0.006855032393295213,0.31348161678245245
184.0,0.006707163700535923,0.31363268402474637
185.0,0.006960931986882302,0.3136728980398762
186.0,0.0072359705610336444,0.31373438573202383
187.0,0.007875067663150048,0.3136727882285506
188.0,0.007123664840646526,0.31360136127606336
189.0,0.0070478313060172715,0.31350794830233203
190.0,0.0071563355824731945,0.31346071143975174
191.0,0.00801964801946664,0.31341885065237574
192.0,0.009397724710639155,0.3135936830677512
193.0,0.007153108093314042,0.31384156201619395
194.0,0.008199392831080732,0.3140527453292029
195.0,0.008507961963591382,0.3142072957449032
196.0,0.00721784832843031,0.3142242296967506
197.0,0.0070900756312862745,0.31417401304475545
198.0,0.0075945074322461,0.31400009135686624
199.0,0.00912018031275863,0.31393811052717013
200.0,0.008958442957882062,0.3141282002932929
201.0,0.008398507856995474,0.3141206943940905
202.0,0.008090232115499751,0.3144704881957421
203.0,0.006560215664397514,0.32265554275005814
204.0,0.011364774579066723,0.3145176485523964
205.0,0.00815023729312014,0.31437351236897726
206.0,0.006701833069960084,0.3143865563882401
207.0,0.006884491491210953,0.3143898596825885
208.0,0.007159914819945268,0.3143067058449667
209.0,0.00762487646440968,0.3143149358597929
210.0,0.007676601427492935,0.3144077877394128
211.0,0.006911345651631873,0.31463131368661756
212.0,0.006588659089810878,0.3341629491158419
213.0,0.008585228671775802,0.3575436101048133
214.0,0.012555413958189932,0.37312516338215307
215.0,0.015055874226781008,0.3853321139461914
216.0,0.015582989045057283,0.3887119387423513
217.0,0.014018815069030133,0.37530453970929134
218.0,0.015249843232597815,0.3663290785799376
219.0,0.013185326650939522,0.35603635998151373
220.0,0.01126352443845191,0.34893543346988165
